Ensembl Gene ID,Human Ensembl Gene ID,Homology Type,"Orthology confidence [0 low, 1 high]",% Identity with respect to query gene,% Identity with respect to Human gene
ENSDARG00000086691,ENSG00000108176,ortholog_one2one,1,60,50
ENSDARG00000093836,,,,,
ENSDARG00000029722,ENSG00000164104,ortholog_one2many,1,74,76
ENSDARG00000036473,ENSG00000104976,ortholog_one2one,1,27,34
ENSDARG00000102168,ENSG00000146383,ortholog_many2many,1,35,34
ENSDARG00000102168,ENSG00000135569,ortholog_many2many,1,32,32
ENSDARG00000102168,ENSG00000237110,ortholog_many2many,1,36,34
ENSDARG00000102168,ENSG00000146385,ortholog_many2many,1,32,31
ENSDARG00000020000,ENSG00000130147,ortholog_one2many,1,71,72
ENSDARG00000070053,,,,,
ENSDARG00000096174,,,,,
ENSDARG00000103912,,,,,
ENSDARG00000098026,,,,,
ENSDARG00000043467,ENSG00000147123,ortholog_one2one,1,41,38
ENSDARG00000101663,,,,,
ENSDARG00000036068,ENSG00000171428,ortholog_many2many,1,42,35
ENSDARG00000036068,ENSG00000156006,ortholog_many2many,1,39,39
ENSDARG00000101525,,,,,
ENSDARG00000043398,,,,,
ENSDARG00000010042,ENSG00000106976,ortholog_one2many,1,90,88
ENSDARG00000042383,ENSG00000089775,ortholog_one2one,1,41,40
ENSDARG00000077620,ENSG00000144354,ortholog_one2one,1,55,50
ENSDARG00000008849,ENSG00000139304,ortholog_one2one,1,46,46
ENSDARG00000035535,ENSG00000145715,ortholog_one2many,1,80,77
ENSDARG00000091757,ENSG00000164393,ortholog_many2many,1,18,25
ENSDARG00000091757,ENSG00000153292,ortholog_many2many,1,26,28
ENSDARG00000091757,ENSG00000069122,ortholog_many2many,1,30,22
ENSDARG00000091757,ENSG00000153294,ortholog_many2many,1,22,31
ENSDARG00000078283,ENSG00000171017,ortholog_one2one,1,59,59
ENSDARG00000097584,,,,,
ENSDARG00000097016,,,,,
ENSDARG00000041072,ENSG00000198160,ortholog_one2many,1,53,44
ENSDARG00000040869,ENSG00000183696,ortholog_one2one,1,65,65
ENSDARG00000027099,ENSG00000013275,ortholog_one2one,0,97,97
ENSDARG00000058724,,,,,
ENSDARG00000097640,,,,,
ENSDARG00000036067,ENSG00000171428,ortholog_many2many,1,42,34
ENSDARG00000036067,ENSG00000156006,ortholog_many2many,1,39,38
ENSDARG00000070358,ENSG00000163866,ortholog_one2one,1,75,74
ENSDARG00000038667,ENSG00000172456,ortholog_one2one,1,64,44
ENSDARG00000009899,ENSG00000161642,ortholog_one2one,1,56,62
ENSDARG00000070138,ENSG00000115317,ortholog_one2many,1,60,27
ENSDARG00000042905,ENSG00000198755,ortholog_one2one,1,92,92
ENSDARG00000076572,ENSG00000163254,ortholog_many2many,0,47,47
ENSDARG00000076572,ENSG00000168582,ortholog_many2many,0,47,47
ENSDARG00000076572,ENSG00000182187,ortholog_many2many,0,51,51
ENSDARG00000076572,ENSG00000118231,ortholog_many2many,0,49,48
ENSDARG00000037064,ENSG00000054983,ortholog_one2many,1,63,61
ENSDARG00000091029,,,,,
ENSDARG00000097654,,,,,
ENSDARG00000070357,ENSG00000187513,ortholog_one2one,1,37,38
ENSDARG00000098335,,,,,
ENSDARG00000099388,,,,,
ENSDARG00000077745,,,,,
ENSDARG00000092109,,,,,
ENSDARG00000020448,ENSG00000182551,ortholog_one2one,1,65,66
ENSDARG00000061060,ENSG00000163116,ortholog_one2one,1,28,34
ENSDARG00000003216,ENSG00000182718,ortholog_one2many,1,67,63
ENSDARG00000069801,ENSG00000163254,ortholog_many2many,0,50,50
ENSDARG00000069801,ENSG00000168582,ortholog_many2many,0,47,47
ENSDARG00000069801,ENSG00000182187,ortholog_many2many,0,54,54
ENSDARG00000069801,ENSG00000118231,ortholog_many2many,0,49,49
ENSDARG00000093662,,,,,
ENSDARG00000070538,ENSG00000164683,ortholog_one2one,1,67,69
ENSDARG00000096226,,,,,
ENSDARG00000096704,,,,,
ENSDARG00000079660,ENSG00000175893,ortholog_one2one,1,61,32
ENSDARG00000079745,,,,,
ENSDARG00000095732,,,,,
ENSDARG00000073976,,,,,
ENSDARG00000004636,ENSG00000105321,ortholog_one2one,1,37,46
ENSDARG00000013669,ENSG00000125814,ortholog_one2many,1,87,85
ENSDARG00000094842,,,,,
ENSDARG00000090930,ENSG00000103313,ortholog_many2many,0,21,11
ENSDARG00000090930,ENSG00000179046,ortholog_many2many,0,19,17
ENSDARG00000090930,ENSG00000229292,ortholog_many2many,0,20,28
ENSDARG00000090930,ENSG00000223638,ortholog_many2many,0,20,28
ENSDARG00000090930,ENSG00000128276,ortholog_many2many,0,20,26
ENSDARG00000090930,ENSG00000128253,ortholog_many2many,0,20,21
ENSDARG00000090930,ENSG00000251258,ortholog_many2many,0,18,27
ENSDARG00000090930,ENSG00000128250,ortholog_many2many,0,21,26
ENSDARG00000074533,ENSG00000144659,ortholog_one2many,1,60,59
ENSDARG00000068629,ENSG00000177697,ortholog_one2one,1,71,71
ENSDARG00000074193,,,,,
ENSDARG00000070787,ENSG00000173801,ortholog_one2many,1,70,68
ENSDARG00000086685,ENSG00000158022,ortholog_one2many,0,51,50
ENSDARG00000043792,,,,,
ENSDARG00000074064,ENSG00000139890,ortholog_one2one,1,38,34
ENSDARG00000087074,ENSG00000105732,ortholog_one2one,1,23,26
ENSDARG00000042900,ENSG00000100226,ortholog_one2many,1,78,75
ENSDARG00000017355,ENSG00000172426,ortholog_one2one,1,44,40
ENSDARG00000101106,,,,,
ENSDARG00000008333,ENSG00000172006,ortholog_many2many,1,30,17
ENSDARG00000008333,ENSG00000278129,ortholog_many2many,1,34,18
ENSDARG00000009610,ENSG00000159788,ortholog_one2many,1,46,43
ENSDARG00000063003,ENSG00000091542,ortholog_one2one,0,74,66
ENSDARG00000004174,ENSG00000125107,ortholog_one2one,1,91,91
ENSDARG00000059049,ENSG00000182566,ortholog_one2many,1,18,19
ENSDARG00000059049,ENSG00000104921,ortholog_one2many,1,18,18
ENSDARG00000002002,ENSG00000071282,ortholog_one2one,1,55,52
ENSDARG00000067546,ENSG00000198324,ortholog_one2many,0,49,44
ENSDARG00000067546,ENSG00000177096,ortholog_one2many,0,44,40
ENSDARG00000078149,ENSG00000161509,ortholog_one2many,1,51,58
ENSDARG00000010482,,,,,
ENSDARG00000092722,ENSG00000156687,ortholog_one2many,1,66,64
ENSDARG00000097820,,,,,
ENSDARG00000095224,ENSG00000143919,ortholog_one2one,1,60,38
ENSDARG00000075564,ENSG00000138640,ortholog_one2one,1,49,50
ENSDARG00000100209,ENSG00000185246,ortholog_one2one,1,56,62
ENSDARG00000094017,ENSG00000141040,ortholog_many2many,0,42,21
ENSDARG00000094017,ENSG00000176371,ortholog_many2many,0,45,27
ENSDARG00000094017,ENSG00000196150,ortholog_many2many,0,42,29
ENSDARG00000094017,ENSG00000125945,ortholog_many2many,0,40,32
ENSDARG00000094017,ENSG00000180938,ortholog_many2many,0,39,28
ENSDARG00000094017,ENSG00000183309,ortholog_many2many,0,43,30
ENSDARG00000094017,ENSG00000198939,ortholog_many2many,0,44,36
ENSDARG00000094017,ENSG00000180787,ortholog_many2many,0,42,31
ENSDARG00000094017,ENSG00000251247,ortholog_many2many,0,42,32
ENSDARG00000094017,ENSG00000197951,ortholog_many2many,0,43,33
ENSDARG00000094017,ENSG00000196653,ortholog_many2many,0,42,29
ENSDARG00000094017,ENSG00000196345,ortholog_many2many,0,42,21
ENSDARG00000019556,ENSG00000103249,ortholog_one2one,1,77,76
ENSDARG00000042845,ENSG00000101200,ortholog_many2many,1,49,46
ENSDARG00000042845,ENSG00000101405,ortholog_many2many,1,42,51
ENSDARG00000077297,ENSG00000188554,ortholog_one2many,1,40,41
ENSDARG00000079857,ENSG00000162929,ortholog_one2one,1,59,60
ENSDARG00000055459,ENSG00000116544,ortholog_one2one,1,47,51
ENSDARG00000059707,ENSG00000102935,ortholog_one2one,1,76,81
ENSDARG00000078398,,,,,
ENSDARG00000098067,,,,,
ENSDARG00000103871,,,,,
ENSDARG00000024846,ENSG00000198612,ortholog_one2one,1,73,67
ENSDARG00000100899,ENSG00000197646,ortholog_one2many,1,14,24
ENSDARG00000100899,ENSG00000120217,ortholog_one2many,1,16,26
ENSDARG00000060469,ENSG00000196455,ortholog_one2one,0,84,83
ENSDARG00000013776,ENSG00000172009,ortholog_one2one,1,72,74
ENSDARG00000045979,ENSG00000107317,ortholog_one2many,1,23,23
ENSDARG00000023040,ENSG00000126804,ortholog_one2one,1,47,45
ENSDARG00000040644,ENSG00000155893,ortholog_one2one,0,52,54
ENSDARG00000039522,,,,,
ENSDARG00000003449,ENSG00000112541,ortholog_one2one,1,78,84
ENSDARG00000095257,,,,,
ENSDARG00000078525,ENSG00000151014,ortholog_one2many,1,64,56
ENSDARG00000056666,ENSG00000164651,ortholog_one2one,1,81,72
ENSDARG00000090337,ENSG00000148840,ortholog_one2many,1,29,22
ENSDARG00000055395,ENSG00000164379,ortholog_one2one,1,57,43
ENSDARG00000089536,ENSG00000178568,ortholog_one2many,1,67,60
ENSDARG00000097136,,,,,
ENSDARG00000098836,ENSG00000141052,ortholog_one2one,0,38,34
ENSDARG00000097068,,,,,
ENSDARG00000096912,ENSG00000004766,ortholog_one2many,0,86,28
ENSDARG00000045519,ENSG00000198879,ortholog_one2one,0,62,60
ENSDARG00000096189,,,,,
ENSDARG00000043436,,,,,
ENSDARG00000003383,ENSG00000177981,ortholog_one2one,1,79,79
ENSDARG00000042401,ENSG00000072849,ortholog_one2one,0,89,89
ENSDARG00000045842,,,,,
ENSDARG00000097259,,,,,
ENSDARG00000038563,ENSG00000107959,ortholog_one2one,1,68,67
ENSDARG00000071695,,,,,
ENSDARG00000042809,,,,,
ENSDARG00000095144,,,,,
ENSDARG00000094941,,,,,
ENSDARG00000005924,ENSG00000140093,ortholog_one2many,1,29,26
ENSDARG00000007657,ENSG00000134480,ortholog_one2one,1,66,65
ENSDARG00000032114,ENSG00000109171,ortholog_one2one,1,58,57
ENSDARG00000076508,ENSG00000179603,ortholog_one2many,1,81,81
ENSDARG00000003845,ENSG00000203668,ortholog_one2many,1,50,51
ENSDARG00000003845,ENSG00000188419,ortholog_one2many,1,51,52
ENSDARG00000096446,,,,,
ENSDARG00000102901,,,,,
ENSDARG00000038235,,,,,
ENSDARG00000098087,,,,,
ENSDARG00000081329,,,,,
ENSDARG00000044404,ENSG00000162396,ortholog_one2one,1,58,59
ENSDARG00000089936,ENSG00000141741,ortholog_one2many,1,48,39
ENSDARG00000081769,,,,,
ENSDARG00000069504,ENSG00000113302,ortholog_one2many,1,22,24
ENSDARG00000074238,ENSG00000096070,ortholog_one2many,1,60,61
ENSDARG00000013023,ENSG00000178694,ortholog_one2one,1,45,49
ENSDARG00000090145,ENSG00000205090,ortholog_one2many,1,59,54
ENSDARG00000087844,ENSG00000187583,ortholog_one2one,1,22,25
ENSDARG00000083359,ENSG00000211520,ortholog_one2one,1,73,68
ENSDARG00000097624,,,,,
ENSDARG00000093314,,,,,
ENSDARG00000086025,,,,,
ENSDARG00000074782,ENSG00000182885,ortholog_one2one,0,27,26
ENSDARG00000082113,,,,,
ENSDARG00000013858,ENSG00000079335,ortholog_one2many,1,57,54
ENSDARG00000088069,ENSG00000152778,ortholog_many2many,1,13,28
ENSDARG00000088069,ENSG00000119917,ortholog_many2many,1,11,24
ENSDARG00000088069,ENSG00000204010,ortholog_many2many,1,13,28
ENSDARG00000088069,ENSG00000119922,ortholog_many2many,1,12,25
ENSDARG00000088069,ENSG00000185745,ortholog_many2many,1,12,27
ENSDARG00000080495,,,,,
ENSDARG00000086037,ENSG00000166086,ortholog_one2many,1,45,43
ENSDARG00000096602,,,,,
ENSDARG00000036041,ENSG00000180210,ortholog_one2one,0,52,53
ENSDARG00000080977,,,,,
ENSDARG00000085166,,,,,
ENSDARG00000002880,ENSG00000004766,ortholog_one2many,0,82,82
ENSDARG00000103318,ENSG00000114686,ortholog_one2one,1,60,59
ENSDARG00000103542,ENSG00000112715,ortholog_one2many,1,57,26
ENSDARG00000082417,,,,,
ENSDARG00000102999,,,,,
ENSDARG00000062998,ENSG00000161031,ortholog_one2many,0,38,31
ENSDARG00000082920,,,,,
ENSDARG00000027552,ENSG00000100030,ortholog_one2one,1,91,94
ENSDARG00000078474,ENSG00000091536,ortholog_one2many,1,55,37
ENSDARG00000087092,,,,,
ENSDARG00000055113,ENSG00000239511,ortholog_one2many,1,9,23
ENSDARG00000055113,ENSG00000278633,ortholog_one2many,1,8,22
ENSDARG00000055113,ENSG00000276017,ortholog_one2many,1,8,23
ENSDARG00000055113,ENSG00000196313,ortholog_one2many,1,24,29
ENSDARG00000055113,ENSG00000158553,ortholog_one2many,1,19,22
ENSDARG00000055113,ENSG00000272391,ortholog_one2many,1,25,30
ENSDARG00000101605,,,,,
ENSDARG00000100874,,,,,
ENSDARG00000083193,,,,,
ENSDARG00000097739,,,,,
ENSDARG00000061738,ENSG00000099785,ortholog_one2one,1,77,78
ENSDARG00000081824,,,,,
ENSDARG00000101063,,,,,
ENSDARG00000018281,ENSG00000156206,ortholog_one2one,0,41,41
ENSDARG00000085455,,,,,
ENSDARG00000099412,ENSG00000132692,ortholog_one2one,1,30,43
ENSDARG00000082901,,,,,
ENSDARG00000079046,ENSG00000282955,ortholog_many2many,1,60,54
ENSDARG00000079046,ENSG00000196642,ortholog_many2many,1,60,54
ENSDARG00000079895,ENSG00000173442,ortholog_one2many,0,21,32
ENSDARG00000094212,,,,,
ENSDARG00000085449,,,,,
ENSDARG00000017058,ENSG00000165905,ortholog_one2one,1,61,64
ENSDARG00000085769,,,,,
ENSDARG00000004952,ENSG00000134321,ortholog_one2one,1,70,69
ENSDARG00000092746,,,,,
ENSDARG00000104742,,,,,
ENSDARG00000000018,ENSG00000106459,ortholog_one2one,1,92,89
ENSDARG00000085861,,,,,
ENSDARG00000070423,,,,,
ENSDARG00000105162,,,,,
ENSDARG00000085396,,,,,
ENSDARG00000037958,ENSG00000142546,ortholog_one2one,1,65,66
ENSDARG00000083496,,,,,
ENSDARG00000068760,ENSG00000197077,ortholog_one2many,1,16,13
ENSDARG00000019834,ENSG00000107938,ortholog_one2one,1,67,68
ENSDARG00000000369,ENSG00000115592,ortholog_one2many,1,63,44
ENSDARG00000105031,ENSG00000276074,ortholog_one2one,1,58,48
ENSDARG00000093430,,,,,
ENSDARG00000079888,,,,,
ENSDARG00000003398,,,,,
ENSDARG00000099055,,,,,
ENSDARG00000095352,,,,,
ENSDARG00000089128,,,,,
ENSDARG00000054055,ENSG00000188729,ortholog_one2one,1,44,44
ENSDARG00000037033,ENSG00000125384,ortholog_one2many,1,44,42
ENSDARG00000091582,,,,,
ENSDARG00000097353,,,,,
ENSDARG00000084585,,,,,
ENSDARG00000092054,ENSG00000122257,ortholog_one2many,1,50,8
ENSDARG00000075672,ENSG00000122512,ortholog_one2one,1,55,55
ENSDARG00000010407,ENSG00000119698,ortholog_one2one,1,59,59
ENSDARG00000103004,ENSG00000047410,ortholog_one2many,0,58,58
ENSDARG00000104184,,,,,
ENSDARG00000105010,ENSG00000163818,ortholog_one2one,1,69,69
ENSDARG00000093388,,,,,
ENSDARG00000094662,ENSG00000100450,ortholog_many2many,0,35,37
ENSDARG00000094662,ENSG00000092009,ortholog_many2many,0,34,36
ENSDARG00000094662,ENSG00000100453,ortholog_many2many,0,33,34
ENSDARG00000094662,ENSG00000100448,ortholog_many2many,0,36,36
ENSDARG00000078835,ENSG00000167862,ortholog_one2one,1,42,40
ENSDARG00000031015,ENSG00000134769,ortholog_one2one,1,64,63
ENSDARG00000091894,,,,,
ENSDARG00000070145,ENSG00000151276,ortholog_one2many,1,58,55
ENSDARG00000035198,ENSG00000176928,ortholog_one2many,1,58,55
ENSDARG00000090462,ENSG00000242485,ortholog_one2one,1,62,62
ENSDARG00000077101,ENSG00000205189,ortholog_one2one,1,56,37
ENSDARG00000077590,ENSG00000180801,ortholog_one2one,1,67,64
ENSDARG00000103078,,,,,
ENSDARG00000011519,ENSG00000198336,ortholog_one2many,0,83,79
ENSDARG00000097665,,,,,
ENSDARG00000058995,ENSG00000081692,ortholog_one2one,1,52,47
ENSDARG00000057529,ENSG00000125877,ortholog_one2one,1,67,71
ENSDARG00000096986,,,,,
ENSDARG00000061764,ENSG00000124942,ortholog_one2one,0,39,43
ENSDARG00000077513,ENSG00000132825,ortholog_one2many,1,41,39
ENSDARG00000019353,ENSG00000113140,ortholog_one2one,1,80,77
ENSDARG00000099119,,,,,
ENSDARG00000096583,,,,,
ENSDARG00000103591,ENSG00000050165,ortholog_one2many,1,37,31
ENSDARG00000102078,ENSG00000111737,ortholog_one2many,1,78,78
ENSDARG00000084515,,,,,
ENSDARG00000071541,ENSG00000198892,ortholog_one2many,1,26,30
ENSDARG00000061282,ENSG00000090863,ortholog_one2many,0,76,73
ENSDARG00000087558,,,,,
ENSDARG00000056653,ENSG00000022267,ortholog_one2many,0,51,45
ENSDARG00000041802,ENSG00000110315,ortholog_one2one,1,79,76
ENSDARG00000063249,ENSG00000143436,ortholog_one2one,1,49,46
ENSDARG00000020001,ENSG00000179262,ortholog_one2one,1,64,63
ENSDARG00000082419,ENSG00000200620,ortholog_one2many,0,57,57
ENSDARG00000082419,ENSG00000206913,ortholog_one2many,0,55,55
ENSDARG00000082419,ENSG00000201316,ortholog_one2many,0,55,53
ENSDARG00000082419,ENSG00000207088,ortholog_one2many,0,58,58
ENSDARG00000082419,ENSG00000222604,ortholog_one2many,0,41,52
ENSDARG00000082419,ENSG00000207496,ortholog_one2many,0,59,59
ENSDARG00000082419,ENSG00000206976,ortholog_one2many,0,51,52
ENSDARG00000059028,ENSG00000100104,ortholog_one2one,1,44,35
ENSDARG00000101424,,,,,
ENSDARG00000038687,ENSG00000077150,ortholog_one2one,1,48,48
ENSDARG00000079415,ENSG00000176410,ortholog_one2one,1,31,37
ENSDARG00000098070,,,,,
ENSDARG00000092640,,,,,
ENSDARG00000010610,ENSG00000004139,ortholog_one2one,1,61,60
ENSDARG00000058475,ENSG00000134398,ortholog_one2one,0,52,50
ENSDARG00000076693,ENSG00000163254,ortholog_many2many,0,48,48
ENSDARG00000076693,ENSG00000168582,ortholog_many2many,0,47,47
ENSDARG00000076693,ENSG00000182187,ortholog_many2many,0,52,51
ENSDARG00000076693,ENSG00000118231,ortholog_many2many,0,49,48
ENSDARG00000055011,,,,,
ENSDARG00000087536,ENSG00000215421,ortholog_one2one,0,43,27
ENSDARG00000086457,ENSG00000185361,ortholog_one2one,1,68,68
ENSDARG00000096972,,,,,
ENSDARG00000102752,,,,,
ENSDARG00000019774,ENSG00000174306,ortholog_one2many,1,34,39
ENSDARG00000060849,,,,,
ENSDARG00000092118,,,,,
ENSDARG00000061497,ENSG00000144229,ortholog_one2many,1,48,49
ENSDARG00000087401,ENSG00000162461,ortholog_one2one,1,41,43
ENSDARG00000029907,ENSG00000138100,ortholog_one2one,0,66,60
ENSDARG00000096517,,,,,
ENSDARG00000028715,ENSG00000148481,ortholog_one2one,1,74,74
ENSDARG00000077645,ENSG00000155269,ortholog_one2many,0,49,46
ENSDARG00000003818,ENSG00000181929,ortholog_one2one,1,78,76
ENSDARG00000088739,,,,,
ENSDARG00000063445,ENSG00000143740,ortholog_one2one,1,48,44
ENSDARG00000095619,,,,,
ENSDARG00000103184,ENSG00000149090,ortholog_one2many,1,40,43
ENSDARG00000043128,ENSG00000165215,ortholog_many2many,0,63,60
ENSDARG00000043128,ENSG00000189143,ortholog_many2many,0,63,63
ENSDARG00000095332,,,,,
ENSDARG00000096646,,,,,
ENSDARG00000100434,,,,,
ENSDARG00000079897,,,,,
ENSDARG00000104274,ENSG00000253304,ortholog_one2one,1,22,29
ENSDARG00000078404,ENSG00000124215,ortholog_one2one,1,33,33
ENSDARG00000063412,,,,,
ENSDARG00000100252,ENSG00000077549,ortholog_one2one,0,87,79
ENSDARG00000017742,ENSG00000113262,ortholog_one2many,0,70,72
ENSDARG00000104116,,,,,
ENSDARG00000078118,,,,,
ENSDARG00000058880,,,,,
ENSDARG00000026454,ENSG00000167842,ortholog_one2one,1,35,37
ENSDARG00000057606,ENSG00000188042,ortholog_one2many,1,95,91
ENSDARG00000061963,ENSG00000133980,ortholog_one2one,1,44,43
ENSDARG00000090826,ENSG00000105085,ortholog_one2many,0,29,23
ENSDARG00000090826,ENSG00000141979,ortholog_one2many,0,17,19
ENSDARG00000077364,ENSG00000050748,ortholog_one2one,1,85,84
ENSDARG00000067507,ENSG00000183783,ortholog_one2one,1,70,67
ENSDARG00000093749,,,,,
ENSDARG00000086658,ENSG00000163254,ortholog_many2many,0,47,47
ENSDARG00000086658,ENSG00000168582,ortholog_many2many,0,47,47
ENSDARG00000086658,ENSG00000182187,ortholog_many2many,0,51,51
ENSDARG00000086658,ENSG00000118231,ortholog_many2many,0,48,48
ENSDARG00000098020,,,,,
ENSDARG00000012944,ENSG00000125414,ortholog_one2many,1,81,81
ENSDARG00000093536,,,,,
ENSDARG00000097130,,,,,
ENSDARG00000099764,,,,,
ENSDARG00000023532,ENSG00000254093,ortholog_one2one,1,44,47
ENSDARG00000101901,,,,,
ENSDARG00000097510,,,,,
ENSDARG00000076974,ENSG00000186862,ortholog_one2many,1,42,39
ENSDARG00000021557,ENSG00000141580,ortholog_one2one,1,96,96
ENSDARG00000075826,ENSG00000057468,ortholog_one2one,1,56,56
ENSDARG00000092581,,,,,
ENSDARG00000076981,ENSG00000170848,ortholog_many2many,0,17,16
ENSDARG00000076981,ENSG00000124469,ortholog_many2many,0,19,23
ENSDARG00000076981,ENSG00000221826,ortholog_many2many,0,17,16
ENSDARG00000076981,ENSG00000183668,ortholog_many2many,0,16,15
ENSDARG00000076981,ENSG00000105388,ortholog_many2many,0,22,13
ENSDARG00000076981,ENSG00000105352,ortholog_many2many,0,9,15
ENSDARG00000076981,ENSG00000007129,ortholog_many2many,0,15,21
ENSDARG00000076981,ENSG00000221878,ortholog_many2many,0,12,16
ENSDARG00000076981,ENSG00000242221,ortholog_many2many,0,16,19
ENSDARG00000076981,ENSG00000124467,ortholog_many2many,0,17,16
ENSDARG00000076981,ENSG00000007306,ortholog_many2many,0,13,21
ENSDARG00000076981,ENSG00000213892,ortholog_many2many,0,14,13
ENSDARG00000076981,ENSG00000243137,ortholog_many2many,0,16,16
ENSDARG00000076981,ENSG00000243130,ortholog_many2many,0,16,19
ENSDARG00000076981,ENSG00000213822,ortholog_many2many,0,15,16
ENSDARG00000076981,ENSG00000273777,ortholog_many2many,0,16,11
ENSDARG00000076981,ENSG00000086548,ortholog_many2many,0,21,25
ENSDARG00000076981,ENSG00000267881,ortholog_many2many,0,6,16
ENSDARG00000076981,ENSG00000079385,ortholog_many2many,0,25,20
ENSDARG00000076981,ENSG00000204941,ortholog_many2many,0,12,15
ENSDARG00000076981,ENSG00000170956,ortholog_many2many,0,8,14
ENSDARG00000076981,ENSG00000231924,ortholog_many2many,0,16,15
ENSDARG00000074794,ENSG00000125967,ortholog_one2one,1,43,42
ENSDARG00000102192,,,,,
ENSDARG00000101366,ENSG00000183671,ortholog_one2one,1,37,37
ENSDARG00000092578,,,,,
ENSDARG00000099345,,,,,
ENSDARG00000099654,,,,,
ENSDARG00000104380,,,,,
ENSDARG00000096519,ENSG00000265203,ortholog_one2many,1,51,37
ENSDARG00000087545,ENSG00000037637,ortholog_one2one,1,60,26
ENSDARG00000097906,,,,,
ENSDARG00000096641,,,,,
ENSDARG00000091922,,,,,
ENSDARG00000105015,,,,,
ENSDARG00000074558,ENSG00000174469,ortholog_one2many,0,65,65
ENSDARG00000102015,ENSG00000135097,ortholog_one2many,0,82,54
ENSDARG00000057669,ENSG00000065054,ortholog_one2many,1,52,52
ENSDARG00000095300,ENSG00000182534,ortholog_one2one,1,29,27
ENSDARG00000073821,,,,,
ENSDARG00000042670,ENSG00000127527,ortholog_one2many,1,71,73
ENSDARG00000078731,ENSG00000106608,ortholog_many2many,1,19,35
ENSDARG00000078731,ENSG00000132357,ortholog_many2many,1,10,16
ENSDARG00000011618,ENSG00000155850,ortholog_one2one,1,58,55
ENSDARG00000068947,,,,,
ENSDARG00000026149,ENSG00000076351,ortholog_one2one,1,50,53
ENSDARG00000014591,ENSG00000143621,ortholog_one2one,1,89,88
ENSDARG00000088950,,,,,
ENSDARG00000037965,ENSG00000167978,ortholog_one2many,0,27,13
ENSDARG00000037965,ENSG00000177679,ortholog_one2many,0,10,19
ENSDARG00000078856,ENSG00000137266,ortholog_one2one,1,38,52
ENSDARG00000098609,,,,,
ENSDARG00000077165,ENSG00000162989,ortholog_one2many,1,85,83
ENSDARG00000077759,,,,,
ENSDARG00000086786,ENSG00000109736,ortholog_one2one,1,58,58
ENSDARG00000091127,ENSG00000163884,ortholog_one2one,0,54,57
ENSDARG00000058230,ENSG00000108443,ortholog_one2many,1,85,82
ENSDARG00000088823,ENSG00000163254,ortholog_many2many,0,48,48
ENSDARG00000088823,ENSG00000168582,ortholog_many2many,0,46,45
ENSDARG00000088823,ENSG00000182187,ortholog_many2many,0,50,50
ENSDARG00000088823,ENSG00000118231,ortholog_many2many,0,48,48
ENSDARG00000090475,,,,,
ENSDARG00000042759,ENSG00000162852,ortholog_one2many,1,34,19
ENSDARG00000075759,ENSG00000020577,ortholog_one2one,0,71,67
